"crn, julian, press, theta, sigma, temp, sal, oxy, xmiss, fluor, nit, "
"#, day, dbar, ITS-90, kg/m3, ITS-90, PSS-78, umol/kg, %, ug/l, umol/kg, "
"  3,   99,   56.0, 24.6201,  23.482, 24.6321, 35.0316,   222.4,  -9.000,  0.2921,  -9.000,"
"  3,   99,   58.0, 24.6189,  23.483, 24.6313, 35.0321,   222.8,  -9.000,  0.2862,  -9.000,"
"  3,   99,   60.0, 24.6189,  23.483, 24.6317, 35.0327,   222.8,  -9.000,  0.3023,  -9.000,"
"  3,   99,   62.0, 24.6198,  23.482, 24.6331, 35.0319,   222.9,  -9.000,  0.2956,  -9.000,"
"  3,   99,   64.0, 24.6188,  23.483, 24.6325, 35.0322,   222.3,  -9.000,  0.3356,  -9.000,"
"  3,   99,   66.0, 24.6186,  23.483, 24.6328, 35.0321,   222.0,  -9.000,  0.3475,  -9.000,"
"  3,   99,   68.0, 24.6152,  23.484, 24.6298, 35.0319,   221.0,  -9.000,  0.3405,  -9.000,"
"  3,   99,   70.0, 24.6187,  23.483, 24.6338, 35.0325,   221.1,  -9.000,  0.3123,  -9.000,"
"  3,   99,   72.0, 24.6116,  23.485, 24.6270, 35.0323,   223.0,  -9.000,  0.3103,  -9.000,"
"  3,   99,   74.0, 24.6184,  23.483, 24.6342, 35.0322,   221.0,  -9.000,  0.3122,  -9.000,"
"  3,   99,   76.0, 24.6103,  23.485, 24.6266, 35.0314,   220.2,  -9.000,  0.3014,  -9.000,"
"  3,   99,   78.0, 24.6184,  23.483, 24.6351, 35.0324,   221.0,  -9.000,  0.3200,  -9.000,"
"  3,   99,   80.0, 24.6178,  23.483, 24.6350, 35.0320,   220.7,  -9.000,  0.3179,  -9.000,"
"  3,   99,   82.0, 24.6172,  23.483, 24.6348, 35.0322,   220.5,  -9.000,  0.3111,  -9.000,"
"  3,   99,   84.0, 24.6182,  23.483, 24.6362, 35.0320,   220.2,  -9.000,  0.3108,  -9.000,"
"  3,   99,   86.0, 24.6161,  23.484, 24.6345, 35.0325,   220.0,  -9.000,  0.3109,  -9.000,"
"  3,   99,   88.0, 24.6157,  23.484, 24.6345, 35.0325,   219.8,  -9.000,  0.3169,  -9.000,"
"  3,   99,   90.0, 24.6157,  23.484, 24.6351, 35.0325,   219.9,  -9.000,  0.3131,  -9.000,"
"  3,   99,   92.0, 24.6159,  23.484, 24.6356, 35.0326,   220.0,  -9.000,  0.3116,  -9.000,"
"  3,   99,   94.0, 24.6194,  23.483, 24.6396, 35.0326,   219.4,  -9.000,  0.3111,  -9.000,"
"  3,   99,   96.0, 24.6102,  23.486, 24.6308, 35.0330,   219.3,  -9.000,  0.3153,  -9.000,"
"  3,   99,   98.0, 24.6012,  23.489, 24.6222, 35.0333,   219.0,  -9.000,  0.3128,  -9.000,"
"  3,   99,  100.0, 24.5996,  23.489, 24.6211, 35.0334,   218.7,  -9.000,  0.3123,  -9.000,"
"  3,   99,  102.0, 24.5767,  23.497, 24.5985, 35.0337,   217.9,  -9.000,  0.3116,  -9.000,"
"  3,   99,  104.0, 24.5663,  23.501, 24.5886, 35.0358,   218.3,  -9.000,  0.3159,  -9.000,"
"  3,   99,  106.0, 24.5289,  23.514, 24.5516, 35.0378,   218.3,  -9.000,  0.3330,  -9.000,"
"  3,   99,  108.0, 24.4765,  23.537, 24.4995, 35.0471,   217.4,  -9.000,  0.3322,  -9.000,"
"  3,   99,  110.0, 24.3676,  23.567, 24.3910, 35.0442,   217.7,  -9.000,  0.3337,  -9.000,"
"  3,   99,  112.0, 24.2789,  23.596, 24.3027, 35.0467,   217.7,  -9.000,  0.3544,  -9.000,"
"  3,   99,  114.0, 24.1831,  23.627, 24.2073, 35.0506,   217.5,  -9.000,  0.3842,  -9.000,"
"  3,   99,  116.0, 24.0058,  23.685, 24.0302, 35.0577,   216.8,  -9.000,  0.4103,  -9.000,"
"  3,   99,  118.0, 23.8327,  23.742, 23.8575, 35.0656,   216.0,  -9.000,  0.4799,  -9.000,"
"  3,   99,  120.0, 23.6139,  23.814, 23.6389, 35.0759,   215.2,  -9.000,  0.5400,  -9.000,"
"  3,   99,  122.0, 23.4823,  23.857, 23.5076, 35.0812,   214.2,  -9.000,  0.5372,  -9.000,"
"  3,   99,  124.0, 23.3599,  23.894, 23.3855, 35.0828,   213.0,  -9.000,  0.5277,  -9.000,"
"  3,   99,  126.0, 23.3374,  23.904, 23.3634, 35.0882,   213.2,  -9.000,  0.5032,  -9.000,"
"  3,   99,  128.0, 23.2269,  23.938, 23.2533, 35.0905,   211.6,  -9.000,  0.4914,  -9.000,"
"  3,   99,  130.0, 23.1395,  23.969, 23.1662, 35.0980,   211.1,  -9.000,  0.4845,  -9.000,"
"  3,   99,  132.0, 22.9698,  24.024, 22.9968, 35.1052,   210.4,  -9.000,  0.5071,  -9.000,"
"  3,   99,  134.0, 22.8556,  24.061, 22.8829, 35.1112,   209.5,  -9.000,  0.4891,  -9.000,"
"  3,   99,  136.0, 22.7523,  24.095, 22.7798, 35.1162,   210.2,  -9.000,  0.4345,  -9.000,"
"  3,   99,  138.0, 22.6055,  24.140, 22.6334, 35.1206,   207.6,  -9.000,  0.4292,  -9.000,"
"  3,   99,  140.0, 22.4534,  24.188, 22.4815, 35.1265,   207.2,  -9.000,  0.4061,  -9.000,"
"  3,   99,  142.0, 22.3344,  24.226, 22.3628, 35.1321,   206.7,  -9.000,  0.4086,  -9.000,"
"  3,   99,  144.0, 22.2309,  24.257, 22.2597, 35.1356,   206.4,  -9.000,  0.3828,  -9.000,"
"  3,   99,  146.0, 22.2346,  24.255, 22.2638, 35.1336,   205.0,  -9.000,  0.3500,  -9.000,"
"  3,   99,  148.0, 22.1206,  24.291, 22.1501, 35.1386,   204.0,  -9.000,  0.3231,  -9.000,"
"  3,   99,  150.0, 21.9418,  24.345, 21.9714, 35.1442,   203.3,  -9.000,  0.2870,  -9.000,"
"  3,   99,  152.0, 21.8446,  24.371, 21.8746, 35.1429,   202.7,  -9.000,  0.2570,  -9.000,"
"  3,   99,  154.0, 21.7549,  24.396, 21.7852, 35.1432,   201.1,  -9.000,  0.2251,  -9.000,"
"  3,   99,  156.0, 21.6711,  24.419, 21.7016, 35.1416,   200.1,  -9.000,  0.2145,  -9.000,"
"  3,   99,  158.0, 21.5766,  24.444, 21.6074, 35.1403,   200.2,  -9.000,  0.1887,  -9.000,"
"  3,   99,  160.0, 21.4727,  24.471, 21.5038, 35.1388,   197.5,  -9.000,  0.1739,  -9.000,"
"  3,   99,  162.0, 21.4066,  24.492, 21.4381, 35.1414,   198.2,  -9.000,  0.1639,  -9.000,"
"  3,   99,  164.0, 21.3019,  24.519, 21.3336, 35.1397,   196.7,  -9.000,  0.1444,  -9.000,"
"  3,   99,  166.0, 21.2051,  24.544, 21.2371, 35.1371,   195.4,  -9.000,  0.1304,  -9.000,"
"  3,   99,  168.0, 21.1594,  24.554, 21.1918, 35.1345,   195.2,  -9.000,  0.1142,  -9.000,"
"  3,   99,  170.0, 21.0060,  24.592, 21.0386, 35.1295,   193.8,  -9.000,  0.1107,  -9.000,"
"  3,   99,  172.0, 20.8501,  24.630, 20.8829, 35.1239,   192.9,  -9.000,  0.0941,  -9.000,"
"  3,   99,  174.0, 20.7732,  24.648, 20.8063, 35.1201,   192.5,  -9.000,  0.0766,  -9.000,"
"  3,   99,  176.0, 20.7445,  24.654, 20.7780, 35.1179,   190.7,  -9.000,  0.0647,  -9.000,"
"  3,   99,  178.0, 20.6917,  24.669, 20.7255, 35.1181,   190.2,  -9.000,  0.0579,  -9.000,"
"  3,   99,  180.0, 20.5374,  24.703, 20.5714, 35.1086,   189.4,  -9.000,  0.0525,  -9.000,"
"  3,   99,  182.0, 20.4271,  24.729, 20.4613, 35.1038,   188.8,  -9.000,  0.0456,  -9.000,"
"  3,   99,  184.0, 20.3426,  24.749, 20.3771, 35.1005,   188.6,  -9.000,  0.0450,  -9.000,"
"  3,   99,  186.0, 20.2226,  24.775, 20.2574, 35.0935,   187.8,  -9.000,  0.0385,  -9.000,"
"  3,   99,  188.0, 20.2018,  24.780, 20.2369, 35.0918,   186.3,  -9.000,  0.0312,  -9.000,"
"  3,   99,  190.0, 20.0461,  24.814, 20.0814, 35.0835,   186.4,  -9.000,  0.0328,  -9.000,"
"  3,   99,  192.0, 19.9490,  24.837, 19.9845, 35.0790,   185.6,  -9.000,  0.0259,  -9.000,"
"  3,   99,  194.0, 19.8073,  24.868, 19.8430, 35.0712,   185.4,  -9.000,  0.0270,  -9.000,"
"  3,   99,  196.0, 19.7257,  24.887, 19.7617, 35.0679,   184.7,  -9.000,  0.0205,  -9.000,"
"  3,   99,  198.0, 19.6088,  24.912, 19.6449, 35.0608,   184.6,  -9.000,  0.0185,  -9.000,"
"  3,   99,  200.0, 19.4737,  24.939, 19.5100, 35.0504,   184.3,  -9.000,  0.0146,  -9.000,"
"  4,  148,    0.0, 23.5319,  23.671, 23.5319, 34.8545,   223.1,  -9.000, -9.0000,  -9.000,"
"  4,  148,    2.0, 23.5250,  23.655, 23.5255, 34.8314,   224.8,   0.980,  0.1492,  -9.000,"
"  4,  148,    4.0, 23.5282,  23.656, 23.5290, 34.8341,   226.2,   0.740,  0.1460,  -9.000,"
"  4,  148,    6.0, 23.5317,  23.655, 23.5330, 34.8342,   227.7,   0.600,  0.1414,  -9.000,"
"  4,  148,    8.0, 23.5319,  23.655, 23.5336, 34.8343,   226.6,   0.480,  0.1409,  -9.000,"
"  4,  148,   10.0, 23.5332,  23.657, 23.5353, 34.8368,   226.7,   0.420,  0.1414,  -9.000,"
"  4,  148,   12.0, 23.5346,  23.657, 23.5371, 34.8374,   226.6,   0.360,  0.1397,  -9.000,"
"  4,  148,   14.0, 23.5364,  23.656, 23.5393, 34.8372,   226.6,   0.400,  0.1416,  -9.000,"
"  4,  148,   16.0, 23.5377,  23.656, 23.5410, 34.8375,   226.7,   0.440,  0.1471,  -9.000,"
"  4,  148,   18.0, 23.5381,  23.653, 23.5418, 34.8342,   226.5,   0.510,  0.1414,  -9.000,"
"  4,  148,   20.0, 23.5377,  23.654, 23.5419, 34.8345,   226.4,   0.570,  0.1414,  -9.000,"
"  4,  148,   22.0, 23.5384,  23.654, 23.5429, 34.8350,   226.8,   0.600,  0.1441,  -9.000,"
"  4,  148,   24.0, 23.5404,  23.654, 23.5454, 34.8361,   227.9,   0.610,  0.1420,  -9.000,"
"  4,  148,   26.0, 23.5446,  23.655, 23.5500, 34.8384,   225.4,   0.630,  0.1532,  -9.000,"
"  4,  148,   28.0, 23.5501,  23.657, 23.5559, 34.8443,   224.2,   0.610,  0.1617,  -9.000,"
"  4,  148,   30.0, 23.5555,  23.663, 23.5617, 34.8533,   225.2,   0.590,  0.1448,  -9.000,"
"  4,  148,   32.0, 23.5605,  23.673, 23.5672, 34.8687,   224.8,   0.580,  0.1417,  -9.000,"
"  4,  148,   34.0, 23.5614,  23.679, 23.5685, 34.8767,   224.9,   0.550,  0.1530,  -9.000,"
"  4,  148,   36.0, 23.5546,  23.667, 23.5620, 34.8590,   225.4,   0.540,  0.1617,  -9.000,"
"  4,  148,   38.0, 23.5582,  23.685, 23.5661, 34.8838,   224.8,   0.510,  0.1591,  -9.000,"
"  4,  148,   40.0, 23.5508,  23.694, 23.5591, 34.8928,   224.7,   0.490,  0.1583,  -9.000,"
"  4,  148,   42.0, 23.5497,  23.707, 23.5584, 34.9097,   226.0,   0.470,  0.1414,  -9.000,"
"  4,  148,   44.0, 23.5400,  23.689, 23.5491, 34.8825,   222.4,   0.440,  0.1455,  -9.000,"
"  4,  148,   46.0, 23.4970,  23.769, 23.5065, 34.9712,   223.8,   0.420,  0.1595,  -9.000,"
"  4,  148,   48.0, 23.4071,  23.839, 23.4170, 35.0284,   225.0,   0.400,  0.1456,  -9.000,"
"  4,  148,   50.0, 23.4263,  23.831, 23.4367, 35.0261,   223.9,   0.370,  0.1433,  -9.000,"
"  4,  148,   52.0, 23.4875,  23.789, 23.4982, 34.9935,   222.6,   0.360,  0.1414,  -9.000,"
"  4,  148,   54.0, 23.4108,  23.866, 23.4219, 35.0662,   223.9,   0.330,  0.1406,  -9.000,"
"  4,  148,   56.0, 23.3845,  23.893, 23.3961, 35.0919,   223.8,   0.320,  0.1532,  -9.000,"
"  4,  148,   58.0, 23.3122,  23.950, 23.3242, 35.1387,   225.4,   0.300,  0.1617,  -9.000,"
"  4,  148,   60.0, 23.3185,  23.958, 23.3309, 35.1515,   223.8,   0.280,  0.1778,  -9.000,"
"  4,  148,   62.0, 23.2963,  23.977, 23.3091, 35.1689,   223.4,   0.260,  0.2023,  -9.000,"
"  4,  148,   64.0, 23.2909,  23.995, 23.3041, 35.1901,   223.2,   0.250,  0.2053,  -9.000,"
"  4,  148,   66.0, 23.2781,  24.011, 23.2917, 35.2060,   222.8,   0.240,  0.2260,  -9.000,"
"  4,  148,   68.0, 23.2659,  24.021, 23.2799, 35.2141,   222.4,   0.210,  0.2607,  -9.000,"
"  4,  148,   70.0, 23.2434,  24.039, 23.2578, 35.2301,   222.6,   0.200,  0.2586,  -9.000,"
"  4,  148,   72.0, 23.2262,  24.062, 23.2411, 35.2529,   222.3,   0.190,  0.2344,  -9.000,"
"  4,  148,   74.0, 23.2107,  24.076, 23.2259, 35.2657,   221.7,   0.180,  0.2367,  -9.000,"
"  4,  148,   76.0, 23.2001,  24.084, 23.2158, 35.2721,   221.6,   0.170,  0.2480,  -9.000,"
"  4,  148,   78.0, 23.1928,  24.088, 23.2088, 35.2749,   221.3,   0.160,  0.2920,  -9.000,"
"  4,  148,   80.0, 23.1856,  24.096, 23.2020, 35.2827,   222.2,   0.150,  0.2683,  -9.000,"
"  4,  148,   82.0, 23.1689,  24.102, 23.1858, 35.2836,   220.5,   0.140,  0.2818,  -9.000,"
"  4,  148,   84.0, 23.1576,  24.108, 23.1749, 35.2885,   220.3,   0.130,  0.3026,  -9.000,"
"  4,  148,   86.0, 23.1401,  24.119, 23.1578, 35.2952,   220.0,   0.120,  0.2861,  -9.000,"
"  4,  148,   88.0, 23.1343,  24.122, 23.1523, 35.2969,   219.5,   0.110,  0.2756,  -9.000,"
"  4,  148,   90.0, 23.1257,  24.126, 23.1442, 35.2995,   218.9,   0.110,  0.2632,  -9.000,"
"  4,  148,   92.0, 23.1170,  24.130, 23.1359, 35.3019,   218.6,   0.100,  0.2796,  -9.000,"
"  4,  148,   94.0, 23.1438,  24.119, 23.1631, 35.2971,   217.6,   0.090,  0.2992,  -9.000,"
"  4,  148,   96.0, 23.0743,  24.152, 23.0939, 35.3136,   217.9,   0.090,  0.3524,  -9.000,"
"  4,  148,   98.0, 23.0223,  24.177, 23.0424, 35.3274,   218.4,   0.080,  0.3842,  -9.000,"
"  4,  148,  100.0, 23.0256,  24.171, 23.0460, 35.3207,   217.3,   0.080,  0.4049,  -9.000,"
"  4,  148,  102.0, 22.9848,  24.185, 23.0056, 35.3240,   216.6,   0.070,  0.4260,  -9.000,"
"  4,  148,  104.0, 23.0403,  24.166, 23.0616, 35.3192,   216.2,   0.070,  0.4262,  -9.000,"
"  4,  148,  106.0, 22.9049,  24.212, 22.9265, 35.3281,   215.8,   0.060,  0.4346,  -9.000,"
"  4,  148,  108.0, 22.8739,  24.221, 22.8959, 35.3292,   214.7,   0.060,  0.4460,  -9.000,"
"  4,  148,  110.0, 22.8238,  24.237, 22.8462, 35.3316,   214.5,   0.050,  0.4584,  -9.000,"
"  4,  148,  112.0, 22.7635,  24.257, 22.7862, 35.3348,   214.0,   0.050,  0.5142,  -9.000,"
"  4,  148,  114.0, 22.6959,  24.277, 22.7190, 35.3360,   211.7,   0.040,  0.5563,  -9.000,"
"  4,  148,  116.0, 22.6425,  24.293, 22.6660, 35.3369,   211.6,   0.040,  0.5890,  -9.000,"
"  4,  148,  118.0, 22.5609,  24.313, 22.5847, 35.3325,   211.3,   0.040,  0.6152,  -9.000,"
"  4,  148,  120.0, 22.4085,  24.351, 22.4326, 35.3244,   210.6,   0.030,  0.6512,  -9.000,"
"  4,  148,  122.0, 22.2709,  24.382, 22.2953, 35.3150,   207.4,   0.030,  0.6744,  -9.000,"
"  4,  148,  124.0, 21.9640,  24.463, 21.9885, 35.3079,   202.1,   0.030,  0.6849,  -9.000,"
"  4,  148,  126.0, 22.0283,  24.444, 22.0533, 35.3062,   205.1,   0.030,  0.6744,  -9.000,"
"  4,  148,  128.0, 21.8817,  24.481, 21.9069, 35.3005,   204.2,   0.020,  0.6250,  -9.000,"
"  4,  148,  130.0, 21.7001,  24.518, 21.7256, 35.2829,   203.1,   0.020,  0.5691,  -9.000,"
"  4,  148,  132.0, 21.5196,  24.558, 21.5454, 35.2690,   201.7,   0.020,  0.5453,  -9.000,"
"  4,  148,  134.0, 21.3813,  24.586, 21.4073, 35.2567,   200.6,   0.020,  0.5394,  -9.000,"
"  4,  148,  136.0, 21.2659,  24.612, 21.2922, 35.2485,   199.7,   0.020,  0.5549,  -9.000,"
"  4,  148,  138.0, 21.1736,  24.631, 21.2002, 35.2409,   199.4,   0.020,  0.5565,  -9.000,"
"  4,  148,  140.0, 21.0779,  24.652, 21.1048, 35.2344,   199.5,   0.010,  0.5156,  -9.000,"
"  4,  148,  142.0, 20.9317,  24.689, 20.9589, 35.2296,   198.9,   0.010,  0.5039,  -9.000,"
"  4,  148,  144.0, 20.7940,  24.716, 20.8214, 35.2172,   198.6,   0.010,  0.4805,  -9.000,"
"  4,  148,  146.0, 20.6248,  24.756, 20.6524, 35.2091,   198.8,   0.010,  0.4477,  -9.000,"
"  4,  148,  148.0, 20.3994,  24.806, 20.4272, 35.1954,   198.3,   0.010,  0.4257,  -9.000,"
"  4,  148,  150.0, 20.3879,  24.803, 20.4161, 35.1880,   195.8,   0.010,  0.4090,  -9.000,"
"  4,  148,  152.0, 20.1409,  24.858, 20.1692, 35.1728,   195.1,   0.010,  0.3631,  -9.000,"
"  4,  148,  154.0, 20.0086,  24.882, 20.0371, 35.1589,   195.4,   0.010,  0.3251,  -9.000,"
"  4,  148,  156.0, 19.8697,  24.909, 19.8984, 35.1459,   195.5,   0.010,  0.3038,  -9.000,"
"  4,  148,  158.0, 19.6968,  24.949, 19.7258, 35.1390,   194.4,   0.010,  0.2822,  -9.000,"
"  4,  148,  160.0, 19.5684,  24.972, 19.5976, 35.1257,   193.5,   0.010,  0.2349,  -9.000,"
"  4,  148,  162.0, 19.4604,  24.991, 19.4898, 35.1145,   193.4,   0.010,  0.2023,  -9.000,"
"  4,  148,  164.0, 19.1333,  25.052, 19.1628, 35.0837,   193.3,   0.010,  0.1752,  -9.000,"
"  4,  148,  166.0, 19.0618,  25.069, 19.0915, 35.0812,   193.6,   0.010,  0.1213,  -9.000,"
"  4,  148,  168.0, 18.9271,  25.088, 18.9571, 35.0614,   193.6,   0.010,  0.1037,  -9.000,"
"  4,  148,  170.0, 19.4264,  24.998, 19.4572, 35.1122,   193.1,   0.010,  0.1008,  -9.000,"
"  4,  148,  172.0, 18.7865,  25.113, 18.8169, 35.0474,   194.5,   0.010,  0.0842,  -9.000,"
"  4,  148,  174.0, 18.7328,  25.122, 18.7636, 35.0413,   194.7,   0.010,  0.0784,  -9.000,"
"  4,  148,  176.0, 18.6239,  25.142, 18.6549, 35.0320,   195.5,  -9.000, -9.0000,  -9.000,"
"  4,  148,  178.0, 18.9127,  25.092, 18.9444, 35.0616,   196.6,   0.010,  0.0720,  -9.000,"
"  4,  148,  180.0, 18.3256,  25.197, 18.3569, 35.0057,   199.1,   0.010,  0.0639,  -9.000,"
"  4,  148,  182.0, 18.1912,  25.221, 18.2228, 34.9934,   199.5,   0.010,  0.0398,  -9.000,"
"  4,  148,  184.0, 17.9891,  25.252, 18.0207, 34.9693,   199.1,   0.010,  0.0398,  -9.000,"
"  4,  148,  186.0, 17.9450,  25.258, 17.9769, 34.9624,   197.9,   0.010,  0.0381,  -9.000,"
"  4,  148,  188.0, 17.3246,  25.359, 17.3560, 34.8978,   200.8,  -9.000, -9.0000,  -9.000,"
"  4,  148,  190.0, 17.7036,  25.296, 17.7359, 34.9351,   198.0,   0.010,  0.0195,  -9.000,"
"  4,  148,  192.0, 17.5612,  25.318, 17.5936, 34.9191,   197.7,   0.010,  0.0195,  -9.000,"
"  4,  148,  194.0, 17.4864,  25.329, 17.5190, 34.9088,   196.7,   0.010,  0.0218,  -9.000,"
"  4,  148,  196.0, 17.2235,  25.370, 17.2562, 34.8799,   197.4,   0.000,  0.0195,  -9.000,"
"  4,  148,  198.0, 17.0857,  25.390, 17.1185, 34.8630,   197.0,   0.000,  0.0195,  -9.000,"
"  4,  148,  200.0, 16.9700,  25.407, 17.0030, 34.8503,   197.4,   0.000,  0.0195,  -9.000,"
"  5,  177,    0.0, 24.5155,  23.261, 24.5155, 34.6974,    -9.0,  39.270, -9.0000,  -9.000,"
"  5,  177,    2.0, 24.5093,  23.252, 24.5098, 34.6839,    -9.0,  13.260, -9.0000,  -9.000,"
"  5,  177,    4.0, 24.5031,  23.251, 24.5040, 34.6798,    -9.0,  11.100, -9.0000,  -9.000,"
"  5,  177,    6.0, 24.4934,  23.256, 24.4947, 34.6829,    -9.0,   8.630, -9.0000,  -9.000,"
"  5,  177,    8.0, 24.4644,  23.265, 24.4661, 34.6834,    -9.0,   6.930, -9.0000,  -9.000,"
"  5,  177,   10.0, 24.4413,  23.272, 24.4434, 34.6834,    -9.0,   6.460, -9.0000,  -9.000,"
"  5,  177,   12.0, 24.4162,  23.281, 24.4188, 34.6854,    -9.0,   5.620, -9.0000,  -9.000,"
"  5,  177,   14.0, 24.3873,  23.294, 24.3903, 34.6912,    -9.0,   5.440, -9.0000,  -9.000,"
"  5,  177,   16.0, 24.3680,  23.306, 24.3714, 34.6992,    -9.0,   4.650, -9.0000,  -9.000,"
"  5,  177,   18.0, 24.3559,  23.307, 24.3597, 34.6957,    -9.0,   4.220, -9.0000,  -9.000,"
"  5,  177,   20.0, 24.3339,  23.316, 24.3382, 34.6995,    -9.0,   3.850, -9.0000,  -9.000,"
"  5,  177,   22.0, 24.3027,  23.329, 24.3073, 34.7036,    -9.0,   3.190, -9.0000,  -9.000,"
"  5,  177,   24.0, 24.2744,  23.341, 24.2795, 34.7090,    -9.0,   3.090, -9.0000,  -9.000,"
"  5,  177,   26.0, 24.2495,  23.350, 24.2550, 34.7105,    -9.0,   2.750, -9.0000,  -9.000,"
"  5,  177,   28.0, 24.2052,  23.371, 24.2111, 34.7206,    -9.0,   2.590, -9.0000,  -9.000,"
"  5,  177,   30.0, 24.2061,  23.369, 24.2125, 34.7187,    -9.0,   2.420, -9.0000,  -9.000,"
"  5,  177,   32.0, 24.1544,  23.394, 24.1612, 34.7314,    -9.0,   2.250, -9.0000,  -9.000,"
"  5,  177,   34.0, 24.1261,  23.406, 24.1333, 34.7361,   230.9,   2.020, -9.0000,  -9.000,"
"  5,  177,   36.0, 24.0523,  23.437, 24.0599, 34.7488,   229.4,   1.980, -9.0000,  -9.000,"
"  5,  177,   38.0, 23.9892,  23.466, 23.9972, 34.7624,   230.1,   1.770, -9.0000,  -9.000,"
"  5,  177,   40.0, 23.9229,  23.497, 23.9313, 34.7771,   230.9,   1.700, -9.0000,  -9.000,"
"  5,  177,   42.0, 23.8841,  23.517, 23.8929, 34.7876,   231.3,   1.580, -9.0000,  -9.000,"
"  5,  177,   44.0, 23.8530,  23.537, 23.8622, 34.8030,   231.4,   1.530, -9.0000,  -9.000,"
"  5,  177,   46.0, 23.8217,  23.554, 23.8313, 34.8126,    -9.0,   1.410, -9.0000,  -9.000,"
"  5,  177,   48.0, 23.7957,  23.573, 23.8058, 34.8275,   232.2,   1.340, -9.0000,  -9.000,"
"  5,  177,   50.0, 23.7792,  23.584, 23.7896, 34.8352,   232.0,   1.250, -9.0000,  -9.000,"
"  5,  177,   52.0, 23.7611,  23.594, 23.7719, 34.8420,   231.0,   1.150, -9.0000,  -9.000,"
"  5,  177,   54.0, 23.7508,  23.599, 23.7620, 34.8448,   230.9,   1.140, -9.0000,  -9.000,"
"  5,  177,   56.0, 23.7384,  23.608, 23.7501, 34.8518,   231.6,   1.100, -9.0000,  -9.000,"
"  5,  177,   58.0, 23.7274,  23.616, 23.7395, 34.8582,   230.4,   1.000, -9.0000,  -9.000,"
"  5,  177,   60.0, 23.7192,  23.622, 23.7317, 34.8632,   229.9,   0.960, -9.0000,  -9.000,"
"  5,  177,   62.0, 23.7059,  23.633, 23.7188, 34.8718,   229.2,   0.930, -9.0000,  -9.000,"
"  5,  177,   64.0, 23.6944,  23.639, 23.7077, 34.8758,   228.2,   0.850, -9.0000,  -9.000,"
"  5,  177,   66.0, 23.6689,  23.657, 23.6826, 34.8891,   227.6,   0.820, -9.0000,  -9.000,"
"  5,  177,   68.0, 23.6645,  23.663, 23.6787, 34.8955,   227.4,   0.780, -9.0000,  -9.000,"
"  5,  177,   70.0, 23.6287,  23.680, 23.6433, 34.9050,   226.7,   0.740, -9.0000,  -9.000,"
"  5,  177,   72.0, 23.5962,  23.694, 23.6112, 34.9103,   224.2,   0.690, -9.0000,  -9.000,"
"  5,  177,   74.0, 23.5957,  23.699, 23.6111, 34.9161,   225.8,   0.640, -9.0000,  -9.000,"
"  5,  177,   76.0, 23.5728,  23.710, 23.5886, 34.9221,   225.1,   0.620, -9.0000,  -9.000,"
"  5,  177,   78.0, 23.5796,  23.712, 23.5958, 34.9283,   225.1,   0.570, -9.0000,  -9.000,"
"  5,  177,   80.0, 23.5728,  23.720, 23.5894, 34.9358,   223.4,   0.530, -9.0000,  -9.000,"
"  5,  177,   82.0, 23.5574,  23.730, 23.5744, 34.9427,   223.0,   0.510, -9.0000,  -9.000,"
"  5,  177,   84.0, 23.5546,  23.741, 23.5720, 34.9556,   222.4,   0.460, -9.0000,  -9.000,"
"  5,  177,   86.0, 23.5416,  23.741, 23.5595, 34.9514,   221.1,   0.460, -9.0000,  -9.000,"
"  5,  177,   88.0, 23.5285,  23.751, 23.5467, 34.9598,   220.1,   0.410, -9.0000,  -9.000,"
"  5,  177,   90.0, 23.5177,  23.761, 23.5364, 34.9681,   219.8,   0.380, -9.0000,  -9.000,"
"  5,  177,   92.0, 23.4986,  23.774, 23.5177, 34.9788,   218.8,   0.360, -9.0000,  -9.000,"
"  5,  177,   94.0, 23.4789,  23.787, 23.4984, 34.9871,   218.1,   0.330, -9.0000,  -9.000,"
"  5,  177,   96.0, 23.4565,  23.795, 23.4764, 34.9901,   217.6,   0.310, -9.0000,  -9.000,"
"  5,  177,   98.0, 23.4750,  23.796, 23.4953, 34.9984,   216.1,   0.280, -9.0000,  -9.000,"
"  5,  177,  100.0, 23.4243,  23.826, 23.4450, 35.0187,   216.1,   0.260, -9.0000,  -9.000,"
"  5,  177,  102.0, 23.4040,  23.835, 23.4251, 35.0230,   214.9,   0.240, -9.0000,  -9.000,"
"  5,  177,  104.0, 23.3625,  23.850, 23.3840, 35.0256,   214.3,   0.220, -9.0000,  -9.000,"
"  5,  177,  106.0, 23.3279,  23.876, 23.3498, 35.0471,   212.8,   0.210, -9.0000,  -9.000,"
"  5,  177,  108.0, 23.3120,  23.885, 23.3343, 35.0532,   212.1,   0.190, -9.0000,  -9.000,"
"  5,  177,  110.0, 23.2825,  23.904, 23.3052, 35.0664,   210.4,   0.180, -9.0000,  -9.000,"
"  5,  177,  112.0, 23.2309,  23.922, 23.2540, 35.0707,   209.1,   0.170, -9.0000,  -9.000,"
"  5,  177,  114.0, 23.1375,  23.954, 23.1608, 35.0767,   208.6,   0.150, -9.0000,  -9.000,"
"  5,  177,  116.0, 23.0931,  23.969, 23.1169, 35.0799,   208.6,   0.140, -9.0000,  -9.000,"
"  5,  177,  118.0, 22.9446,  24.015, 22.9687, 35.0839,   204.0,   0.130, -9.0000,  -9.000,"
